seller_id,seller_total_txns,seller_disputed_txns,seller_fraud_ratio,buyer_ratings,is_safe_seller
0x1b771979ac972bb27876385d4c1e3db8ba8f0d2b,576,11,0.019,2.99,0
0xd07219c47715e556ec00f55db6275962a937b9d5,836,39,0.047,4.88,1
0x7d4ed896b703ebf17fa15d3e7c4abb5a43d54ad6,353,19,0.054,3.44,1
0x698924c9aa4c5412da053de941d9c16a9bcd5124,844,93,0.11,2.92,0
0xea96edc0218fe27d7d234dbb790434b5f5d9f852,783,37,0.047,4.7,1
0x890a83d976d21ff20e7bcda81335f8b0af7acc6b,877,2,0.002,3.67,1
0x92f6a60ad326342c1796697399efce2d8a8ba5c0,233,27,0.116,4.66,1
0x0487cf61e8741e68d7bd3fb5ef58acf2e4fcb4ca,274,55,0.201,3.36,0
0xd2a773021d928fcf968cf30494e7db331cffa3a4,832,89,0.107,5,1
0xc263d021dbe9577534ffb7c7f0ec5912a8a8abe2,802,93,0.116,4.61,1
0x0af9b575c52a8e19a8a6b665831676ca4a4106fd,295,12,0.041,3.49,1
0x37d0e6dc3e3acdd5225f3225f28e8a89dabc658c,729,76,0.104,2.84,0
0xee1682a892bd63240cd823f46717fe9ef1dffffa,169,65,0.385,5,0
0x4ec507dbbae236f6fc4aa9a7ee7066680ddabf17,9,36,4,3.85,0
0x291e71eaadb51d5153a7c6f06cbd77750a8101af,855,48,0.056,3.47,1
0xe950592ab50b6765b6007501abea122972f6b8cc,383,65,0.17,4.97,1
0x75b050fa0bcabbe202ad2302efe4e90ea48f905c,82,35,0.427,4.66,0
0xddba8c48f512bf393ac5f9eb531e9bf928ce48f3,414,53,0.128,4.83,1
0x78bfe7fdefc401ef165c9f70391dc733c3e13500,578,25,0.043,3.93,1
0xa39c8fb53988a57d04c44fd0ca08006589b4a23c,136,74,0.544,5,0
0xe0a8f2fa768d402e088b31930309e6c2ec7815a9,605,71,0.117,3.08,1
0x1e60ec9af29658996952873bade0a82a375d6f30,753,39,0.052,3.61,1
0xd9346f48811399128050a9f6dc80828687019b6f,46,42,0.913,4.27,0
0xfc4ce2a465306ee580cc4aecbb4105ee3194bb1a,93,21,0.226,4.82,0
0xbf45dd3afa7c6065d5f599cdabeb2c266c0d522d,406,19,0.047,4.46,1
0xa76df2503581214d207d6dcbf235002a7378dfe6,300,7,0.023,3.94,1
0x6589b3132c6b60ec356482eefc927305957708a7,844,28,0.033,3.67,1
0x2b9ffb99165f543ccd3a9e27ba26c550b0ab87eb,299,39,0.13,4.82,1
0xc2fbe3a8adfb0130c661e922e2984d6237b85980,620,89,0.144,4.54,1
0x37ce966aeff30f3e57e3e2ba6bb16a0ea8cf2d40,530,29,0.055,3.39,1
0x04a63ea7b74e59ddda61e9cbf5a7f8f0cecfd24a,804,80,0.1,3.37,1
0x60d41defebabfc3aa9a7950d1b98642835e13d0d,695,83,0.119,3.62,1
0xac53a2497691f14ae48489119699dd09298561be,641,54,0.084,3.53,1
0xbe801dc054f89bf4a529f9ad07f3878c14cd7fac,426,15,0.035,4.72,1
0x5877473bb0f871d497362f971326f882fa03de62,869,45,0.052,4.31,1
0xf04ae48ae62e2a5c4210442bf6a4658f7b3f622a,27,61,2.259,4.39,0
0xf3bdc0716f780db118e3c3438b7865fbc0fd61f8,579,6,0.01,4.13,1
0x12fab46589e4a73d173c39136e2b8be054814266,147,79,0.537,4.17,0
0xc227331a3f9afa395261272db0971e9e175815f0,997,44,0.044,2.89,0
0x7a974cb8f7579f95e59f48c70c88481e9bd398ff,669,58,0.087,4.56,1
0x2a9f68507b80dd961269ffbe5c8db37d23d0f8fb,149,55,0.369,3.61,0
0x29394a7dbd5dfef4f4ed2452d0a70b08f1e33dde,229,47,0.205,3.98,0
0x01674d3d5531e8bc0cf8141fd257cd756fcbd32a,507,26,0.051,3.67,1
0x020938369258bdd61e5ce85b8536b71b8a7cf06d,966,52,0.054,4.1,1
0x7cf54dc4963161243ecedc567e2d219149b2a2d2,978,86,0.088,4.4,1
0xce6f8d50cc74409d1f4ab756ab12d0ad49592e2d,825,87,0.105,3.29,1
0x0ae49a5ec7fac04f00ce6145af4e092356e683f7,620,72,0.116,4.18,1
0xb7491cd7eda8e53697a0c995ff0ef1b50ffad8c8,108,34,0.315,3.69,0
0x14f6c371fefc7d87c94a4ccdffd7c0aa9d8e8b77,951,50,0.053,4.93,1
0x1c7ecd2fe762e12af0d68ae42f314ebaf08f2daa,43,83,1.93,3.22,0
0x8468629367ebfaeb031cf6d6d84f2271d874c2a2,951,36,0.038,3.3,1
0xdf4ac15ee84974cb5ab2df8f77f938afdaf949f5,202,80,0.396,3.75,0
0x68e831b8f1d496828bf316c03a235822fe90c27d,650,94,0.145,3.35,1
0x4621d2da51f61bdd81442c4fff8bf2969c5e3615,583,56,0.096,3.84,1
0x18aee9c5bb111c42faaf488582b248da3c9df90a,395,7,0.018,3.63,1
0xaaa6efbe656c4b5df87944a5f1fab8153c8d1ad3,183,78,0.426,4.06,0
0x46f9215092003c51aee3b419e353f66399746c0d,972,94,0.097,4.71,1
0x6e019c44cc84588c6f92c30d5c79ffe2699aef3b,558,93,0.167,4.05,1
0xbf38c6c1f87a45cb9e220467b742b344686e8af9,452,19,0.042,4.11,1
0xa5eaaa3c885c6415675516725ad1729da551a61a,504,52,0.103,3.26,1
0x0eabc85ed3cf836e293d300193faacb31056d616,19,11,0.579,3.91,0
0x16c237ee0daf0afde00221cf4204f45db2edd1b7,627,48,0.077,3.7,1
0xb47d1dbad35ad474e3041d7d28694cc31521bf91,673,16,0.024,4.48,1
0x02da2342cbc78cefa4de52467fb5ed69a06721b9,293,63,0.215,3.46,0
0x1c253f05fd6b5d389258c2dfde8d6481ab89a326,482,41,0.085,3.4,1
0xae05ac14a4eb1c10867c2d47de255757e32b433d,235,93,0.396,4.22,0
0x7c2b27ac10ed9e86187b9f15c48c15df51c1b6f6,927,28,0.03,5,1
0xd9e00a5ac6306bc6e4d13f38c526cafd9ca88baf,424,18,0.042,3.88,1
0x55161c519d10464774b881a9d597e7cf22ac1687,161,10,0.062,4.12,1
0xb4000a36012aef0c05f252f392e84f951dee4b6f,554,97,0.175,4.66,1
0xba23e3d5265bca687cee56cf1e223592120dc933,445,49,0.11,4.36,1
0xd9d7368d7e3b47a71f33b08c6fc96f6be6d94d53,101,70,0.693,4.36,0
0x18132aca2f48e289183a2c10f369132cca9ea636,415,57,0.137,3.93,1
0x2bb4994e88a28d726508b8dc283f2809f80ee4a0,955,33,0.035,3.95,1
0x9ec83d1708944e7afa99a23fb0a70fb75766ebb2,293,19,0.065,3.47,1
0xe158a10d5dbd5ddb1b6beb438e671f781e0c812a,258,49,0.19,4.34,1
0x71781b1f5edfc401f18a6eb64012cb53c94d44e6,200,87,0.435,4.32,0
0xe350b6a77984cc1b0dcf99ba49e8e63a39860ee9,602,9,0.015,4.5,1
0xde079cbd4c77095733ff8699debe3182b65afa58,838,31,0.037,3.66,1
0xceb6276009aa1b8abe07831ee7d42b53893da0e7,526,51,0.097,4.58,1
0xaffb474005c2a5b1c4f5e5b57919b710abaefcc4,521,14,0.027,4.79,1
0xc94fd3f1690f4da318791928ae3a013f928dd804,639,83,0.13,3.15,1
0x05e28700f771f6cd900e7480edbec43662f98dd4,846,2,0.002,3.79,1
0xbebb8d3fae9caad2f334387956ac5a12544b598e,869,36,0.041,4.82,1
0xb792b685748eaa006d9cf4772dcd41f7a2f11fbb,122,39,0.32,3.55,0
0x651d826a2af32fe02cc2fb54fe3994ab54248ed2,810,71,0.088,4.37,1
0xbf78f33f653e983aa0ba23bed9deb1f6f7fca538,913,39,0.043,4.01,1
0xdd73df87b448ff8f6a169bd02b3a0fcf21a2cc77,163,55,0.337,4.23,0
0x2ecadc19f6e2b26a7501f85ef448ed29b6fd186a,819,22,0.027,4.03,1
0x4f8eb4ecb2390e8baee8e66fa6fc0bc12d5353a0,232,10,0.043,4.52,1
0xb0759cdf7566ec92c104704d37c51f80ad78b961,881,63,0.072,3.28,1
0x0d5fb944e3ff17f2557ec7b0d136f8b0e3137e8d,220,7,0.032,3.36,1
0x777287a9e31864c49290deda27a7d309f700b29f,952,92,0.097,5,1
0x75cb5964787c63dd9f28e97baec294ba765d1c42,700,93,0.133,5,1
0x7955622a77596eecaa8e74865a3458ac973e685f,19,55,2.895,4,0
0xad4af0b166dbf757a1c566c26da3b76187d42f97,161,59,0.366,5,0
0x679300585df3a20e6ab4ea8f8b7a5154383e27d3,652,9,0.014,3.46,1
0xe926b058b624c50335c2aa02e5f4d7ea79e35450,265,38,0.143,3.63,1
0x24436d60ada2f1d591f9807335a8c759724d9a0c,161,27,0.168,5,1
0xff61d5cb0bc94a6bb1ba78e93965f4e7c92504b3,51,48,0.941,4.56,0
0xf7f0d4c6c5a76ddc2260245a3a35c77071738eba,328,35,0.107,5,1
0xc11dca620c082c70e2fbbb819d47525700666a4c,848,12,0.014,4.33,1
0xe25f32af872ddbe2348ac15ee7afb720984cdd79,689,95,0.138,3.29,1
0x2d85c8fd4e66d10b2fea005607101899e540b578,134,35,0.261,4.16,0
0x4b567aa9a83e6e3a69024b2ae3e2ae9bb11799e4,415,25,0.06,4.84,1
0x659db5b3357f3253769424441d91d69ad15d2f7e,99,85,0.859,3.91,0
0xe9f6f3b68104fdc620d1c96854bd61bb73c0d92d,631,3,0.005,3.8,1
0xc3d5b35db9e898cb4c8ba795d8d5061863f53e03,759,94,0.124,4.34,1
0x240f77357f7b2f1a0bc43ca7198229b0aa2cfda7,936,81,0.087,3.61,1
0x993e4adfb07609f6d44e6bd034c46739ea8352af,296,63,0.213,4.21,0
0x77736f4eb562a5c824b3a002e19f3a6ba511f370,798,37,0.046,4.04,1
0xf5873c088e06192422ef777192e625dfaee23bea,815,87,0.107,3.66,1
0x0a952bc9d66bdfac0f2d70910b764ce6f57b7291,287,86,0.3,4.69,0
0x11153d206cafe5f2ca30a98d430e1201de6ea4d4,73,21,0.288,4.45,0
0x58376a35302544572d44870a402ed77db6d8fb0a,664,1,0.002,3.75,1
0xeeabd796ff1cabda28dda9cdbb4346d679390904,15,30,2,3.99,0
0x9e8f777060ee0974452c616db66a86f7f439490a,258,10,0.039,3.81,1
0x7a859668e8af28f2b4bb9d97960598a5c58024be,846,91,0.108,3.55,1
0x8e968bc70bb21b9bc77247f48fb52e8413da998c,876,45,0.051,2.81,0
0xaa3fab67a470a860d43cb2bb0c278a781aba1cc2,554,95,0.171,3.66,1
0xe4b063b355a802381369df9b6dc6fdd3bb713a21,138,61,0.442,3.56,0
0x073bd9badcb7b79479db338ef72a093b7bacc9b8,716,68,0.095,4.08,1
0x597d0c723501dcb7f617247db99c0a329c5e77ea,27,63,2.333,4.31,0
0x7a616885a77ef2e89d9e44093b7d79e2b2ae6d42,819,9,0.011,3.44,1
0xf99f014f3a149c19ea05cc2075d1aa600cb99ee2,350,39,0.111,4.26,1
0x89207e7bf875e7e436f891ee35b679c0b30adc5a,306,23,0.075,3.33,1
0x2fafcb215d951e1ddd16a98915e666769a75625b,367,98,0.267,3.91,0
0x2b5951c99abd4223d92b12db1c2c301642f6d194,400,43,0.107,3.58,1
0x4a728cad72c0b75c1976482813c06a795f218585,222,59,0.266,4.52,0
0x716557d5c09bab953944c58e04d67341b73f6ff8,145,61,0.421,4.08,0
0x2ccaed4be1c6e570bffde17891e8c1a8f9716a51,620,86,0.139,3.92,1
0x7f3af5e51cee3065ab37042d728c537ff6801617,962,16,0.017,3.56,1
0x6dd75a3f827687ee1c03865459bfd9213c963ef0,214,64,0.299,3.77,0
0x6550e68e52039aad37249300cb6bc0a7c4db77a3,989,94,0.095,5,1
0x3e2ae193fba14b1c2b54d83c819d7b83ed2941b0,997,94,0.094,3.65,1
0x29df3b6549e26a45fdebcc1a617ad5e8aa6a4548,627,56,0.089,4.34,1
0x6cdbe4ca862f26b059a9ba06c962a9162745a69a,620,54,0.087,3.92,1
0xab0dac2836e7748bd85c00dff14ec42f75bebeca,832,52,0.062,4.32,1
0xda65fb9eaa40907eef859003bdb96ebf5fd88b8f,687,55,0.08,4.59,1
0xd5a8e764d0f9b3f2bfe19a1d640b5a29d1b193a6,464,97,0.209,3.75,0
0xad41d1a508bdf8359cfca0abfae65c3ead656572,360,8,0.022,4.5,1
0x0a7af08b49febdc6e09a0ce8ef4a863847a46e91,328,21,0.064,5,1
0xf3192c1d55f6b27f8028f69f73ff4d69053706e0,137,12,0.088,4.4,1
0x47016cd517cf317c2a1306ae05a63bf31ce274fa,892,88,0.099,5,1
0xc202b9b6399ec320e41697a3b0a0ca2c0fa134ba,809,47,0.058,4.34,1
0xcebe21590323a5ec39f187ad03f4f3aafda6c71e,844,17,0.02,3.35,1
0x11cabeff57e741b5ea04cb321362d09f17b6cc6f,131,75,0.573,4.19,0
0xa590f84646098c237fdf4a2f51b12901965bdac2,110,39,0.355,3.77,0
0xeada15d8b4a261c969081d1d732b567b9e8d3468,608,16,0.026,3.58,1
0xefb59249da27aebd571b3ef3c47588521c50772e,803,14,0.017,3.95,1
0xc309786abb3f41d10241ab9e4698f28424f7f802,382,14,0.037,3.89,1
0xe3d8c58ecad0bcdc1a282c0d2444862b2ca2138d,909,78,0.086,3.26,1
0x9593343ff3a837f45a3b84a784bd4f24f8b33173,55,62,1.127,5,0
0x97f1ae89d1de805c46dc38b53525c207a17b9806,33,38,1.152,4.57,0
0xaa8f264aa552108c034a1eb6286bf36c9d14ea33,466,12,0.026,4.17,1
0x55db38461c56cce28d2f89e6c79d99c516a7c352,300,80,0.267,4.06,0
0x2fff72bbf7a77542cfae7682c6dd305044895850,301,31,0.103,4.84,1
0x84bd9e4d320032245dc2e484f920627f2b122ba0,730,8,0.011,5,1
0xf5f1e0362f4568d37e90a82d70f90a6d10f6870a,783,39,0.05,4.48,1
0x15e15a22dcf6dcaa70594e3ef4ad8208f4423fb4,411,19,0.046,4.08,1
0x6f1aa8e20d7acef65dde9fe47c19e39127e7e7f4,773,89,0.115,5,1
0x34aba1c4d415eccd141f53d2064e26544feb8d6f,818,90,0.11,4.1,1
0x9696f0f2dd8bcf017f054a23bbb365ac2687c85b,617,84,0.136,4.3,1
0x4786bf7906b0d9f0d2133743df822381f7d5dcfd,409,81,0.198,4.7,1
0x0204d6c9f2588ef9cbb767cffb06e47806f67739,350,76,0.217,3.73,0
0x83e4d89e21415fb0358da6d6821b546034c0d4d5,626,79,0.126,2.55,0
0xf6d12d87a6ba66541aa7e5e0d5f90938a0a7c211,424,72,0.17,3.7,1
0xd206146ed589e1c3159ae6ca9c17ba5c5f727982,186,62,0.333,4.54,0
0xac5575712347d5823592e0acaa1bcd1d120f3645,987,75,0.076,4.49,1
0x9eebe988e6dec1811a2f4a12ebf3476690877f3c,829,43,0.052,4.94,1
0x6286c363dfbf72128f3ce8951863e66a593a6c74,5,37,7.4,3.72,0
0x013e02fdd27c69b58ba5b91fefc7b18ef86581bd,835,82,0.098,5,1
0xf661c0abba9da794a5e147bfec96d1e3066e3fd2,954,59,0.062,4.13,1
0x291b17186b192204daf7bed5ea98dea70ff84b21,571,70,0.123,4.42,1
0x1c432d53c06d9155bb24765ad63cd84fa8d62825,375,98,0.261,4.63,0
0x078c36048935e5cc42cdf6cc4782ac66cde94f04,940,47,0.05,3.03,1
0xf0cee9d914d7ea089716a04dd838f6835c0b9f4a,915,17,0.019,3.3,1
0x115a3857ef6ecdc0f73faf51443abe98d2427b00,665,15,0.023,3.27,1
0x9b4b9a24a226006d59c5db1fc080263532665ea4,435,54,0.124,4.75,1
0xb2b2db59222f5797b0c8c0279cd6e1e8a4a58ab0,973,38,0.039,3.79,1
0x7ee855fe29d337523615e5ad04839c84f06dd963,313,67,0.214,5,0
0x3b750dd3a1b6b6a747210ac2af76361436bd9197,141,58,0.411,4,0
0xf53a124e0e7260b37a353aca08a7ad3c4c5c5d8d,206,88,0.427,2.97,0
0xd7b02b2f10f92fa19fb91624dc691173bb457cae,440,95,0.216,3.53,0
0xc78103c5074f483d62706f8f994663de636d6343,317,61,0.192,4.08,1
0x42010b6da9b34abdc7bee761ce930f783c46ff20,121,12,0.099,4.36,1
0xe057504f09ef6f28cd54c4eb30a5fff0e1d6a70a,670,80,0.119,3.31,1
0x7997bee4e693e80985470cabf6255134a6b9e9c9,941,5,0.005,4.4,1
0xef3992c26fa53cc15ef834b564f277f236ee6209,807,82,0.102,4.58,1
0xb031c3f3badcceeea6802481942f0a95eabcf1d7,579,76,0.131,3.55,1
0xe15036dc24b4b97483af28749f0fa5b990657a93,248,59,0.238,5,0
0x061af71254cbfc64f15bd910aab1908b209f260f,541,89,0.165,3.63,1
0xbf55aaf1b3c64ebfdc21bf28ce4b7fab1d294f6c,606,13,0.021,3.3,1
0xc13fb1b27b416dc5afccfecb78021689b08c7bf6,79,94,1.19,2.93,0
0x635cb0bf93ad126c81915f55587703b52f4941ff,810,53,0.065,4.85,1
0xb78ee0c9b2d671e8e385f5c8c7feea67c6eec212,390,3,0.008,4.02,1
0xd793689f64616e53b55fe4ee64dfa8b6fd3af261,907,38,0.042,3.66,1
0x909bd69a8600263aa39e4341c0799e5b28cd7469,214,71,0.332,2.97,0
0x971db72365144128484ce9d1c0e689e2851996d0,479,24,0.05,3.73,1
0x099ebf6934acf7b344a1535a32c68c77b5e40467,422,76,0.18,5,1
0xe74e9dfd3905843bc04ccd19682b806691df5c00,351,31,0.088,2.5,0
0x1e537583415981a6b5a2d24332f159dd8e694196,533,58,0.109,3.56,1
0x07d077af5ac7ea41193685f739117a29ca7c2f86,644,62,0.096,5,1
0x81dff2d9ee9acb7ae7b2575969f242e0578daa99,943,37,0.039,4.87,1
0x87f6b506d3dc702cbc573a95c68065234bbd94fe,959,91,0.095,3.6,1
0x259d0ec09ad03675f4b804e64c143a6d037db7fc,880,52,0.059,4.14,1
0x36d7bcc22f8683dbdd253defd2a0fa4066429285,767,93,0.121,4.32,1
0x7586aa0d8f03f5122f449f1efd5613b3d9c7bcdd,183,66,0.361,4.09,0
0x440afbef369d2322ba5bd5e84b1645adc17ffaf0,186,27,0.145,5,1
0x78b8f1e7822b836b179de5024981c7acbb12ba21,668,2,0.003,4.24,1
0xa9ed9f885ece0a2f323c3a01cef417657a083e5c,29,97,3.345,4.79,0
0xf36f1c3434bbc055f60bb45a417528e3c5079d33,971,79,0.081,4.13,1
0x8fef234c4f6f607c717cc2f621d2733fd6262271,184,21,0.114,2.58,0
0x6ec97e5d415724e63e79aff3dc5ac02f2081f80d,714,95,0.133,3.17,1
0xe4f4a5d429d038b6b4a1a4fb80557c5b34ab8833,505,37,0.073,3.31,1
0x4843eb312e41dbd705d829157cc03482867debc5,860,71,0.083,3.83,1
0x55d6a6cac5d905fc932cfa94db808474d23d741c,165,71,0.43,5,0
0x2e77363e40caa30ddf580b058379b791a98389f2,181,61,0.337,4.25,0
0xac9e7560d239a8e47eaa3a56cd0c997f3c8061b2,289,56,0.194,3.93,1
0x8a823a34bbe6211e2d5dc8158a3a6b47a28e2046,67,5,0.075,4.87,1
0x4ba52697ea90c0b7a55d2ec3d00e9439cc95fd47,666,77,0.116,2.98,0
0x9f24ae98bf23438bd37357af0bf0d41c8afc55b8,670,31,0.046,3.66,1
0x0d8f5b5a3b9b694800646a94953c37fe3d6c7e91,160,98,0.612,3.55,0
0xd0d0bb71e4a430fd63e28789140188c664160ad9,886,9,0.01,4.28,1
0x405355e15b9b8a8f46f4fdd8a2299184fa57e00a,473,2,0.004,4.63,1
0x6da6c9e0be5b7e4f2a9b0fab01fe5d2de08c329a,53,58,1.094,4.33,0
0xf5d044dd9577bb558fd4320a10a14931b7d4be60,971,75,0.077,4.34,1
0x92de2b068bc5b1ca7dd445efa6a9fadfe92ecb17,853,48,0.056,3.75,1
0xc3f85f68f2d5ed74a18b49fc640647c6debf82f5,88,58,0.659,4.22,0
0x4a2b87212cec5f92139bd145fa57002d05723571,365,30,0.082,3.41,1
0x74b31ea2f89cbe561014bf8fca15b0f1dd7fc793,693,92,0.133,4.47,1
0x2e3500da50d453eafc1fd92561abfd32cd1570f5,152,68,0.447,3.65,0
0xf4c253a593a68fe1f3c6d3840c05767338e33a39,634,61,0.096,3.21,1
0x322974150170042b7974bfc6d8e4528144b72937,346,51,0.147,4.03,1
0xe07db6452213c5c63cca8de4114646f18fa24914,480,88,0.183,2.66,0
0x0e9dd439f6caf8cd7e757345f3a2b6814f30342a,67,40,0.597,5,0
0xe9cec927471f71d1fc6e2feeb485ccca14bc832d,705,30,0.043,4.56,1
0x11d2e50d38a8ed15be7ba2dc26e40203071dc3a7,364,84,0.231,4.24,0
0x145ba12c87fa087faa054475ba3a6669236510c2,565,83,0.147,2.86,0
0xc5f2c67b940f9138bef8da5c2704b75208e1a18b,331,21,0.063,3.51,1
0x2b0b280ecdd03c3f93f127403888890db20e3d76,773,3,0.004,4.03,1
0xbfff8d03dd445d2ef64167af585b295b7f3f3742,740,12,0.016,3.82,1
0x84bc8b24633f345c3ee888779e8c3ab73c73cd4d,145,44,0.303,2.82,0
0xab1cf870f06c38d67d79ea7f7d691ce62dfc4d9e,994,41,0.041,3.08,1
0xaa11c250f9875b97355453b97dcfda765768d171,219,48,0.219,3.8,0
0x67d4597c244682827082b08b506830061063e05e,439,19,0.043,3.1,1
0xa119d5fcfc3e165512885c98a410614fb8749ab0,895,76,0.085,4.96,1
0xbd2b6f83342bd81ed0f3effc76ddec0c1ad7abfd,956,80,0.084,4.35,1
0xfe73f5dd71526dd49939c9b155a5b3cfe5a8c94d,727,53,0.073,3.44,1
0x08984b18d89bbc8816e4a3d49815d482da285871,322,35,0.109,4.82,1
0x618d4d46d8f6f1352d1bbb3c61f6c80f5dd401ae,36,96,2.667,4.68,0
0xf4c242d98efb9386804cd52b15ee53c856ebefd6,674,0,0,4.2,1
0x5bdef64746836fc0c38f5780da9a1ba921e54327,289,14,0.048,3.97,1
0x9b589105353826fd5c7cd4fd9d791c5c514e497c,309,76,0.246,3.79,0
0x1c8a548a6c41569ba1959b5ccd41e96533a701ff,433,16,0.037,3.62,1
0x6b3bdc8bf520396cedf7c2a670c89e34b58e390a,481,23,0.048,3.06,1
0xfd0581eaa6d6e89de9489a4e0a6ea88c8a421495,290,57,0.197,5,1
0xb4222a412cf58673c576831fe3491779a16a5cfe,148,71,0.48,3.64,0
0x41fdca5336b37cedf9e201bf5aa5f06f26507236,428,90,0.21,4.02,0
0x96f375b277650461e52f723d727ae47b20f43291,23,22,0.957,3.36,0
0x9485057e9dfc2dffdbaafe69021a786157bfe548,22,45,2.045,3.82,0
0x76f95715146d26468b5b9faa8eab14dddca408da,773,71,0.092,5,1
0xd06c5158902a11c80cea2aba56efc64b923bf13a,594,7,0.012,3.49,1
0x40c1585a2ab36bd5014a578855fdc2bae0bc04f4,375,58,0.155,5,1
0x3946ee30b926f5c2ce32791ad9f3cb0bb47d0ed6,179,89,0.497,3.98,0
0x467afb85fd0ba7c02d6b05990313fb8b26f9d990,198,58,0.293,4.48,0
0xea4707679c3573fbcea501d93bd0357e44322267,506,12,0.024,4.87,1
0x5a4b2dadd3e5ed3a94beb2f28b8f3b110cdb3854,992,38,0.038,4.19,1
0x80c9421dc91359963a343f80aa00d78296163a3a,117,27,0.231,3.75,0
0xda86ce53e1ba56134ef827b04debb63379293b32,118,88,0.746,3.87,0
0x2ee347a8ca6005809465ff1286f1006990d73f9e,226,60,0.265,3.89,0
0xefb9d8e370c7397e5911b055a301f009806ff60f,682,15,0.022,5,1
0xd68e36fd2d4ac535c5464069191aac5c6cad42a9,951,1,0.001,2.96,0
0xfc6ff5a6da04a3647d4adba0ce9f4d1f85ce03b9,835,81,0.097,2.76,0
0x4a6f8b6737667c2ddb8b684f3ea8c3f6f50e781d,648,16,0.025,2.81,0
0xcda2094ccf4b5f9c64c6e8880ee56d7acdd06a99,901,29,0.032,3.37,1
0x3bcdf14526a1285ff307e22d51dbc1a03136a625,268,12,0.045,4.49,1
0x6d6304e8a2a5b791fd788f275c05eacda243c686,929,95,0.102,4.53,1
0x227d671b87e12af4d75f3643ed654eb520a5c92e,59,92,1.559,3.57,0
0x08312385bd95a244566b879637e2c9481456f8fc,875,93,0.106,3.98,1
0x4c5c6efdf126a0234ea6562532345aec25ede9f9,647,81,0.125,3.22,1
0x476cae279de1627b2904b9e2d730fd1993c102e0,804,12,0.015,3.28,1
0x2952d503d685464eb3052681eaa5a14a02752ee3,782,42,0.054,4.41,1
0x3394ed04ce7939c36e27debee52de19453aaa275,462,84,0.182,4.73,1
0x67c6a9a93f645c6a64c8429d900cb26095ff7306,983,93,0.095,3.67,1
0x966bbb8b124c95b432f560d95a8c261ae4d138fd,882,20,0.023,5,1
0x838fc8243a1ab9e7c5ba7e6cc79ce5fe69667b62,166,54,0.325,4.68,0
0xf3334d96ea4a7e129e278faf7654917ba338dc1f,384,80,0.208,5,0
0xd8a0a65ad88f29576461dff324824d1b51041267,997,39,0.039,3.79,1
0xa49bc74f8c05123453e81e3e638ec40fbf07cd3f,91,82,0.901,5,0
0x9bff44182c16192f64bf5375baed419416c744a8,59,14,0.237,5,0
0x55b312d47f4d4f7096fc70850834942ebd4c1dd4,480,72,0.15,3.71,1
0x863ed0f79aebe62f459ede4cfb349818a52a5d35,804,51,0.063,3.89,1
0xb1909afcc4a9ff1df83065a1e71ba3dd1d9551d4,182,73,0.401,3.34,0
0x4181c0009a37026af2f0d3f9f3dff68f357e3822,395,94,0.238,3.2,0
0x319d3c22eb80064ca413f678232637fdeda20652,353,52,0.147,3.21,1
0x8870e00b32baa7036fbcf959406b4989e7f5a9c4,12,86,7.167,3.43,0
0x9d39c8805b39c0d3c2fd53c9276340b5f96e9068,837,51,0.061,4.19,1
0x77b7683c802719431325b09a861a152f573a58b2,317,29,0.091,3.46,1
0xdd7fda438baadc87b0c6d385af8692c3f90bb644,763,32,0.042,4.17,1
0xdcb152355339b55466dc968df9ef73be1182ad78,839,56,0.067,4.19,1
0x91ff8cd6e61b282919cdb14194530038a03313da,988,51,0.052,3.67,1
0x1b7da3915bcc164719fb33a49e9d004b66fee900,987,8,0.008,3.96,1
0x904de25e7c6070a11daa7748ae7a0f12b8fbf817,447,53,0.119,3.63,1
0x8c2bfe8390ee261c2f0d0bbad9f2b966aceb4772,771,0,0,3.78,1
0xcf6a0212ac1b94a04b7012786d23c7c50aaedf36,332,43,0.13,3.43,1
0xcd7147a8b5cd5d49bae7574bb3840e77b9aa17ac,58,98,1.69,4.06,0
0xc20f44b7643b918d83955dddaa2b66eb12d915c0,765,74,0.097,3.58,1
0xcb1dfac6531e9e6ad24a28a166d1b4d7de3b6a2d,243,97,0.399,3.18,0
0x2cabe2acc6fa2cdfd140e840ab013c83fa19f9e8,233,79,0.339,4.42,0
0x0601ac18be4dde3a0b35bea3e0f00f02a2841a25,583,8,0.014,4.44,1
0x5c699f8edf8252aed83b4eea8bab983e8ba5d60b,55,31,0.564,4.78,0
0xab517fd6bf40bf3ab619b3d53e371c5af685b840,613,14,0.023,3.28,1
0x8294bf58ecbdb2b7f2758452017b421126ff2263,608,11,0.018,3.66,1
0x98eb23eb226d8952ebfa1f462d37985a041ee1b4,268,96,0.358,4.16,0
0x350850183384e28a3e8e11dd776d5602dfcc0882,422,77,0.182,3.65,1
0x7781fc7855516bfffac780e655a407602866ec18,807,56,0.069,4.4,1
0x4310eda0585b9758e50a7adda1faeace1de816ef,100,7,0.07,4.35,1
0xafd39a454a4ce641100fe3212992ae4aa50ba11a,92,71,0.772,4.34,0
0xa0e668e4e20a66950e31e03c242b06e093ffd4a8,82,26,0.317,5,0
0xd58163bcfa37f01edd00cc8ca02e143e059adc0a,292,61,0.209,4.45,0
0x59b965bf564f009364c95d6c393601188e6438e5,124,11,0.089,4.11,1
0x594faef306eae6e6cb8985ee1c2fbb7782d672b4,818,64,0.078,3.86,1
